age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,income,native_country
20,0,10,4,0,3,4,1,0,0,32,0,United-States
41,4,10,2,12,0,4,1,0,0,40,1,United-States
27,4,9,4,7,4,2,0,0,0,35,0,United-States
58,4,14,2,4,0,4,1,0,0,50,1,United-States
38,4,10,0,1,4,4,0,0,0,40,0,United-States
40,7,13,0,1,4,2,0,0,0,40,0,United-States
29,4,9,5,9,4,2,0,0,0,55,0,United-States
28,7,11,4,4,1,2,0,0,0,40,0,Germany
35,4,10,4,1,1,4,1,0,0,40,0,United-States
18,4,8,4,7,3,2,0,0,0,40,0,United-States
29,4,13,4,10,1,4,0,0,0,40,0,United-States
25,4,10,4,12,2,4,1,0,0,40,0,United-States
65,4,9,6,1,1,4,0,0,0,22,0,United-States
19,4,7,4,1,3,4,0,594,0,15,0,United-States
37,4,5,5,8,4,4,0,0,0,25,0,United-States
22,4,9,4,8,1,4,0,0,0,40,0,United-States
70,4,13,2,1,0,4,1,0,0,40,0,Scotland
21,2,10,4,8,1,4,0,0,0,32,0,United-States
21,4,10,4,7,3,4,1,0,0,40,0,United-States
23,4,10,4,1,2,4,0,0,0,40,0,United-States
46,4,9,2,1,0,4,1,0,0,40,0,United-States
33,7,16,2,10,0,1,1,0,0,50,1,India
36,4,13,2,10,0,4,1,7298,0,40,1,United-States
42,5,13,2,4,0,4,1,0,0,60,1,United-States
52,4,11,2,12,0,4,1,0,0,40,0,United-States
55,0,9,2,0,5,4,0,0,0,6,1,United-States
60,2,10,6,5,1,4,1,0,0,40,0,United-States
57,2,4,0,4,4,4,0,0,0,40,0,United-States
35,4,13,2,3,0,2,1,0,0,40,1,United-States
24,4,9,4,1,1,4,0,0,0,40,0,United-States
37,4,13,2,10,0,4,1,0,0,55,1,United-States
45,2,9,2,11,0,4,1,0,0,40,1,United-States
48,1,14,4,4,1,4,1,0,0,40,0,United-States
22,4,7,2,7,2,4,1,0,0,42,0,United-States
45,4,9,0,14,1,4,1,0,0,40,0,United-States
32,4,9,0,14,3,4,1,0,0,40,0,United-States
35,4,13,4,10,1,4,1,0,0,40,0,United-States
22,4,13,4,10,3,4,0,0,0,40,0,United-States
34,4,5,5,1,4,4,0,0,0,38,0,United-States
25,4,9,4,8,1,1,1,4416,0,45,0,Philippines
39,4,10,4,5,1,4,0,0,0,40,0,United-States
44,1,9,2,3,0,4,1,0,0,40,1,United-States
33,4,2,0,7,4,4,0,0,0,40,0,Mexico
48,4,7,2,7,0,2,1,0,0,40,0,United-States
58,4,9,2,1,0,4,1,0,0,40,0,United-States
36,4,10,4,4,1,4,0,0,0,60,0,United-States
53,6,9,6,5,4,4,0,0,0,55,0,United-States
25,6,10,2,5,0,4,1,0,0,50,0,United-States
21,4,13,4,12,3,2,0,0,0,30,0,United-States
36,4,3,2,9,5,4,0,0,0,40,0,El-Salvador
51,7,9,6,1,4,4,0,0,0,40,0,United-States
26,2,13,4,10,1,4,0,0,0,40,0,United-States
41,4,11,0,10,4,4,0,0,0,40,0,United-States
23,2,13,4,10,3,4,1,0,0,40,0,United-States
20,4,10,4,4,3,4,0,0,0,25,0,United-States
58,4,13,2,1,0,4,1,7688,0,50,1,United-States
21,4,9,4,1,3,4,1,0,0,25,0,Nicaragua
32,4,13,2,10,0,4,1,0,0,50,1,United-States
54,0,16,3,0,4,1,1,0,0,20,0,India
62,4,9,2,1,5,4,0,0,0,40,0,United-States
29,0,10,2,0,5,4,0,0,0,40,0,United-States
43,4,11,2,3,0,4,1,0,0,60,0,United-States
20,4,10,4,7,3,4,1,0,0,60,0,United-States
23,4,10,4,1,3,4,0,0,0,20,0,United-States
26,4,13,4,1,1,4,0,0,0,40,0,United-States
33,4,15,2,10,0,4,1,0,0,60,1,United-States
30,4,10,4,3,1,2,1,0,0,40,0,United-States
63,4,4,2,3,0,4,1,3471,0,45,0,United-States
45,4,9,0,12,3,4,0,0,0,40,0,United-States
39,4,10,4,1,1,4,0,0,0,40,0,United-States
26,4,9,4,6,4,4,1,0,0,30,0,United-States
28,0,10,2,0,0,4,1,0,0,5,0,United-States
20,0,10,4,0,3,4,1,0,0,40,0,United-States
39,4,13,4,1,1,4,1,0,0,40,0,United-States
34,4,13,4,10,1,4,1,0,0,42,0,United-States
33,4,9,4,8,2,2,1,0,0,50,0,United-States
26,4,10,2,4,0,1,1,0,0,40,0,United-States
20,0,10,4,0,1,1,0,0,0,40,0,United-States
40,4,10,2,10,0,4,1,0,0,40,1,United-States
49,4,9,5,6,1,4,1,0,0,40,0,United-States
64,4,9,2,8,0,2,1,0,0,40,1,?
65,4,13,0,10,1,4,0,0,0,35,0,United-States
19,4,7,4,8,3,4,1,0,0,20,0,United-States
47,4,10,0,11,4,4,0,0,0,23,0,United-States
24,4,10,4,12,2,1,1,0,0,20,0,India
55,5,10,2,4,0,4,1,0,1977,45,1,United-States
61,6,9,2,3,0,4,1,0,0,35,0,United-States
47,2,13,2,10,0,4,1,0,0,50,1,United-States
64,4,9,2,8,0,2,1,0,0,40,0,United-States
37,4,9,4,12,1,4,1,0,2339,40,0,El-Salvador
21,0,9,4,0,3,4,0,0,0,40,0,United-States
40,0,7,2,0,5,4,0,0,0,16,0,United-States
25,4,9,2,7,0,4,1,0,0,40,0,United-States
41,6,10,2,3,0,4,1,0,0,55,0,United-States
40,7,13,2,10,0,4,1,0,0,40,1,United-States
21,4,11,4,8,3,4,0,0,0,20,0,United-States
54,7,10,2,4,0,4,1,0,0,40,1,United-States
47,4,9,2,10,0,4,1,0,0,40,0,United-States
21,4,10,4,12,3,4,0,0,0,35,0,United-States
32,2,10,2,3,2,4,1,0,0,40,0,United-States
32,4,10,0,1,4,2,0,0,0,30,0,United-States
26,7,13,4,10,1,4,0,0,0,10,0,United-States
23,4,10,5,8,3,4,1,0,0,40,0,United-States
27,4,5,5,3,1,4,1,0,0,40,0,United-States
29,2,10,0,1,4,4,0,0,0,40,0,United-States
43,4,10,2,3,0,4,1,0,0,40,0,United-States
23,0,10,4,0,3,4,0,0,0,30,0,United-States
39,4,12,3,1,2,4,1,0,0,60,0,United-States
22,4,12,4,12,3,4,1,0,0,30,0,?
47,4,9,0,12,1,4,0,0,0,37,0,United-States
34,2,9,0,14,1,0,1,0,0,40,0,United-States
35,4,10,0,1,1,4,0,0,0,45,0,United-States
20,4,10,4,12,3,4,1,1055,0,30,0,United-States
36,1,9,0,1,4,0,0,0,0,40,0,United-States
52,4,9,2,14,0,2,1,0,0,99,0,United-States
38,5,9,2,4,0,4,1,0,0,40,0,United-States
33,4,9,2,3,0,4,1,0,0,40,0,United-States
18,4,9,4,6,3,4,1,0,0,35,0,United-States
38,4,12,3,1,4,4,0,0,0,40,0,United-States
56,6,10,2,11,0,4,1,0,0,50,1,United-States
30,4,10,2,4,0,4,1,0,0,45,1,United-States
35,7,10,2,7,0,4,1,0,0,50,1,United-States
60,6,9,2,12,0,4,1,0,0,50,0,United-States
20,4,3,2,3,0,4,1,0,0,40,0,Mexico
18,4,8,4,11,3,4,0,0,0,45,0,United-States
19,4,10,4,12,3,4,0,0,0,15,0,United-States
53,1,9,2,12,0,2,1,5013,0,40,0,United-States
18,4,10,4,7,3,4,0,0,0,20,0,United-States
44,4,5,2,3,0,4,1,0,0,45,0,Puerto-Rico
57,4,3,0,8,1,1,0,0,0,37,0,United-States
36,0,10,4,0,1,4,0,0,0,40,0,United-States
40,6,13,2,14,0,4,1,0,0,70,0,Iran
33,4,13,4,10,1,4,1,0,0,50,1,United-States
19,4,3,4,5,1,4,1,0,0,36,0,Mexico
40,7,10,4,8,3,0,1,0,0,84,0,United-States
20,6,10,4,7,1,4,0,0,0,40,0,United-States
47,4,13,2,12,0,4,1,0,0,65,1,United-States
41,4,9,5,3,4,4,1,0,0,40,0,United-States
47,1,10,2,3,0,4,1,0,1887,40,1,United-States
23,4,10,4,8,1,2,1,0,0,30,0,United-States
49,7,10,2,8,0,4,1,0,0,70,1,United-States
37,6,13,2,3,0,4,1,0,0,50,1,United-States
67,4,9,0,3,1,2,1,0,0,40,0,United-States
24,4,9,2,7,0,4,1,0,0,40,0,United-States
39,4,9,2,3,0,4,1,0,0,50,1,United-States
29,4,9,2,7,0,4,1,4386,0,58,1,United-States
22,0,7,4,0,2,2,0,0,0,15,0,United-States
26,4,9,4,1,3,4,1,0,0,40,0,United-States
33,6,10,2,8,5,4,0,0,0,10,0,United-States
23,4,9,4,8,1,4,1,0,2339,45,0,United-States
37,7,10,6,14,4,4,0,0,0,40,0,United-States
30,4,14,0,10,4,4,1,0,1726,40,0,United-States
41,4,9,0,8,4,4,0,0,0,40,0,United-States
23,4,13,4,1,3,4,0,0,0,40,0,United-States
47,1,12,2,4,0,4,1,0,0,40,0,United-States
24,4,9,4,7,1,4,0,0,0,40,0,United-States
39,4,9,5,4,1,4,1,0,2258,70,0,United-States
33,4,9,2,3,0,4,1,0,0,60,1,United-States
25,4,9,4,8,1,2,0,0,0,40,0,United-States
40,4,9,5,8,4,2,0,0,0,40,0,United-States
67,4,5,2,14,0,4,1,0,0,40,0,United-States
55,4,9,2,1,5,4,0,0,0,18,0,United-States
69,4,11,6,1,4,4,0,0,0,40,0,United-States
34,4,9,2,13,0,4,1,0,1672,42,0,United-States
52,4,15,2,10,0,4,1,15024,0,40,1,United-States
22,0,10,2,0,5,4,0,0,0,30,0,United-States
47,4,13,2,6,0,4,1,0,0,40,0,United-States
45,4,11,4,8,4,4,0,0,0,40,0,Mexico
23,4,13,4,12,3,4,0,0,1590,40,0,United-States
41,6,13,4,4,1,4,1,0,0,40,0,United-States
32,4,13,2,10,0,4,1,0,0,40,1,United-States
57,2,14,2,4,0,4,1,0,0,60,1,United-States
34,4,13,4,6,3,4,1,0,0,40,0,United-States
44,7,11,2,11,0,4,1,0,0,50,1,United-States
46,6,9,2,3,0,4,1,0,0,48,1,United-States
60,4,14,4,4,1,4,0,3325,0,35,0,United-States
46,2,14,5,10,4,4,0,0,0,40,0,United-States
32,5,14,4,4,1,4,0,0,0,52,0,United-States
44,2,14,2,4,0,4,1,0,1887,60,1,United-States
43,4,9,2,6,0,4,1,0,0,40,0,United-States
48,1,7,0,1,1,4,0,0,0,42,0,United-States
55,4,13,2,14,0,4,1,15024,0,60,1,United-States
24,4,13,4,3,3,4,1,0,0,40,0,United-States
65,4,10,0,12,1,4,0,0,0,20,0,United-States
51,5,7,2,3,0,4,1,0,0,60,1,United-States
42,7,13,2,1,0,4,1,0,0,40,1,United-States
36,4,10,2,3,0,4,1,0,0,40,0,United-States
19,4,6,4,8,4,4,1,0,0,30,0,El-Salvador
24,6,4,4,5,2,4,1,0,0,50,0,United-States
52,4,9,2,7,0,4,1,0,0,40,0,United-States
28,4,5,4,9,1,4,0,0,0,35,0,Mexico
42,4,13,2,4,0,4,1,0,0,40,0,United-States
25,4,9,2,11,0,4,1,0,0,70,0,United-States
53,4,12,2,4,0,4,1,0,0,45,1,United-States
35,4,9,2,1,0,4,1,0,0,36,0,United-States
20,4,9,0,7,1,4,1,0,0,40,0,United-States
38,4,13,4,4,1,2,1,13550,0,40,1,United-States
46,4,13,0,4,2,4,1,0,0,40,0,United-States
18,0,7,4,0,2,4,1,0,0,15,0,United-States
58,4,9,2,6,2,4,1,0,0,40,0,United-States
41,4,10,2,1,5,4,0,0,0,35,0,United-States
66,6,9,2,5,0,4,1,2653,0,40,0,United-States
38,7,10,0,1,4,4,0,0,0,40,0,United-States
29,4,10,0,8,4,4,0,0,0,28,0,United-States
39,4,10,2,12,0,4,1,0,0,40,0,United-States
44,2,9,2,11,3,4,1,0,0,40,1,United-States
26,2,9,4,6,3,0,1,0,0,25,0,United-States
27,4,13,4,12,3,3,1,0,0,38,0,United-States
29,4,16,4,10,1,4,0,0,0,80,0,United-States
29,4,9,2,14,0,4,1,0,0,70,0,United-States
47,5,10,2,12,0,4,1,0,0,45,0,United-States
62,0,13,2,0,0,4,1,0,0,60,1,United-States
29,2,13,4,10,1,4,0,0,0,55,0,United-States
52,2,9,2,14,0,3,1,0,0,40,1,Jamaica
27,4,7,4,6,2,4,1,0,0,40,0,United-States
53,0,10,2,0,5,4,0,0,0,5,0,United-States
29,4,12,4,1,1,4,1,0,0,40,0,United-States
62,4,9,2,3,0,4,1,0,0,40,0,United-States
72,4,9,6,9,1,4,0,0,0,25,0,United-States
27,4,9,4,4,3,4,1,0,0,40,0,United-States
38,4,10,2,3,0,4,1,0,0,55,0,United-States
27,4,9,0,3,1,4,1,0,0,45,0,United-States
49,4,14,0,10,1,4,1,0,0,60,0,United-States
56,4,13,2,10,0,4,1,0,0,40,1,United-States
52,5,15,2,10,0,4,1,0,0,40,1,United-States
22,4,9,2,7,5,2,0,0,0,40,0,United-States
37,1,13,2,10,0,4,1,0,0,40,0,United-States
55,4,9,0,7,2,2,1,0,0,40,0,United-States
38,7,10,2,14,0,2,1,0,0,65,0,United-States
45,4,10,4,4,1,4,0,0,1340,50,0,United-States
35,4,13,2,4,0,4,1,0,0,40,1,United-States
21,4,10,4,12,4,4,1,0,0,60,0,United-States
54,1,13,2,4,5,4,0,0,0,45,0,United-States
19,4,9,4,12,3,4,0,0,0,40,0,United-States
48,7,14,2,4,0,4,1,0,0,55,1,United-States
41,4,9,2,4,0,4,1,0,0,40,0,United-States
20,4,5,4,8,3,4,0,0,0,40,0,United-States
56,4,7,2,13,5,2,0,0,0,40,0,United-States
49,4,9,0,1,2,4,0,0,0,40,0,United-States
17,0,6,4,0,3,4,0,0,0,20,0,United-States
45,4,4,4,1,3,4,0,0,0,20,0,United-States
46,4,9,0,5,1,4,1,0,0,50,0,United-States
39,4,9,0,6,3,4,1,0,0,40,0,United-States
52,0,9,2,0,0,4,1,0,0,45,0,United-States
34,2,7,5,8,4,2,0,0,0,40,0,United-States
65,0,10,6,0,1,4,0,401,0,14,0,United-States
46,4,9,2,3,0,4,1,0,0,40,0,United-States
41,4,9,2,14,0,4,1,0,0,60,0,United-States
48,4,13,4,4,1,4,0,0,0,35,0,United-States
71,4,5,2,11,0,4,1,0,0,39,0,Cuba
26,1,13,4,10,1,4,1,0,0,40,1,United-States
47,5,9,2,12,5,4,0,0,0,40,0,United-States
21,0,10,4,0,1,4,0,0,0,43,0,United-States
23,4,9,4,14,3,2,1,0,0,40,0,United-States
65,4,9,6,3,1,4,1,0,0,55,0,United-States
60,4,9,4,1,1,2,0,0,0,38,0,United-States
19,0,9,4,0,2,4,0,0,0,25,0,United-States
35,4,9,4,3,4,4,1,0,0,40,0,United-States
32,4,9,2,3,0,4,1,0,0,40,0,United-States
36,7,9,2,1,0,4,1,0,0,38,0,United-States
41,1,10,2,1,5,0,0,0,0,40,1,United-States
24,2,9,4,8,1,4,0,0,0,20,0,United-States
45,4,9,4,7,3,2,0,0,0,40,0,United-States
48,4,12,2,3,0,4,1,0,0,48,1,United-States
20,4,10,4,1,1,4,0,0,0,25,0,United-States
51,4,10,2,3,0,4,1,0,0,50,1,?
24,0,9,4,0,1,2,1,0,0,60,0,United-States
39,2,12,4,13,1,4,0,0,0,38,0,United-States
21,4,10,4,8,1,4,0,0,0,30,0,United-States
49,4,13,2,10,5,4,0,0,2415,3,1,United-States
30,4,9,4,11,1,4,1,0,0,40,0,United-States
68,7,14,6,10,1,4,0,0,0,5,0,United-States
30,4,14,2,10,0,4,1,0,0,50,0,United-States
32,6,15,2,10,0,1,1,15024,0,40,1,Philippines
49,4,9,0,8,1,4,1,0,0,40,0,Portugal
24,4,10,0,1,1,4,1,0,0,50,0,United-States
34,4,10,0,10,1,0,1,0,0,44,0,United-States
40,4,13,4,10,1,4,0,0,0,40,0,United-States
23,0,9,4,0,3,2,1,0,0,32,0,United-States
41,4,12,2,10,5,4,0,0,0,40,1,United-States
23,4,9,4,12,1,4,0,0,0,30,0,United-States
48,4,9,0,8,1,4,0,0,0,16,0,United-States
56,5,9,2,4,2,1,0,0,0,21,0,China
42,7,16,0,10,4,2,0,0,0,36,0,Jamaica
37,6,10,2,3,0,4,1,0,0,40,1,United-States
32,4,5,2,8,0,4,1,0,0,40,0,El-Salvador
29,4,13,2,10,0,4,1,0,0,50,1,?
58,4,9,2,10,0,4,1,0,0,40,1,?
40,4,9,5,8,1,4,0,0,0,40,0,United-States
40,4,14,2,4,0,4,1,99999,0,52,1,United-States
33,4,7,4,12,4,4,0,0,0,34,0,United-States
58,4,9,2,8,0,4,1,0,0,40,0,United-States
32,4,9,2,7,0,4,1,0,0,40,0,United-States
22,0,10,4,0,3,4,1,0,1602,8,0,United-States
47,4,10,2,3,0,4,1,5178,0,40,1,United-States
41,7,9,2,1,5,4,0,0,0,38,1,United-States
41,5,10,2,3,0,4,1,0,0,40,1,?
73,0,13,6,0,1,4,0,0,0,15,0,United-States
56,1,11,6,1,4,2,0,0,0,40,0,United-States
83,0,4,2,0,0,4,1,0,0,20,0,United-States
22,4,9,4,12,4,4,0,0,0,60,0,United-States
30,4,13,4,10,1,4,1,0,0,40,0,United-States
41,0,12,6,0,1,4,0,0,0,50,0,United-States
32,4,13,2,4,0,1,1,0,0,40,1,Philippines
27,4,9,4,3,1,4,1,0,0,40,0,United-States
35,4,13,2,10,5,4,0,15024,0,35,1,United-States
37,4,9,4,7,4,4,1,1506,0,40,0,United-States
48,4,9,0,14,1,4,1,0,0,46,0,United-States
42,4,9,4,7,4,2,0,0,0,40,0,United-States
35,4,13,2,10,0,4,1,0,0,40,1,United-States
20,2,10,4,4,1,4,0,0,0,35,0,United-States
33,4,13,2,4,0,4,1,15024,0,55,1,United-States
25,4,10,2,5,0,4,1,0,0,80,0,United-States
29,7,13,2,10,0,4,1,0,0,40,1,Honduras
47,4,10,0,14,4,4,1,0,0,40,0,United-States
28,4,13,4,1,1,4,0,0,0,55,0,United-States
20,4,10,4,12,1,4,0,0,0,20,0,United-States
30,2,13,4,10,1,4,0,0,0,40,0,United-States
48,6,12,0,13,1,4,0,0,0,40,0,United-States
22,4,10,4,11,1,4,1,0,0,20,0,United-States
57,1,6,4,10,1,4,1,0,0,35,0,United-States
24,5,12,4,12,1,4,1,0,0,70,0,United-States
32,4,4,3,5,2,4,1,0,0,35,0,Mexico
67,2,4,6,8,1,4,0,1086,0,15,0,United-States
22,4,10,4,7,3,4,1,0,0,40,0,United-States
20,4,9,4,6,3,4,1,0,0,40,0,United-States
29,4,3,4,6,1,4,1,0,0,42,0,Mexico
37,4,9,2,6,0,2,1,0,0,40,1,United-States
20,0,10,4,0,3,4,0,0,0,40,0,United-States
30,4,13,4,13,1,4,0,0,0,40,0,United-States
32,7,13,5,10,1,4,0,0,0,40,0,United-States
23,0,10,4,0,3,4,1,0,0,40,0,United-States
31,4,13,4,4,1,4,0,0,0,40,0,United-States
39,5,9,2,4,0,4,1,0,0,60,1,United-States
48,4,9,0,12,4,4,0,0,0,50,0,United-States
38,4,11,0,10,4,2,0,0,0,40,0,United-States
25,4,11,4,10,3,4,0,0,0,35,0,United-States
22,4,9,4,8,3,2,0,0,0,24,0,United-States
17,4,6,4,12,1,4,0,0,0,15,0,United-States
44,4,13,2,14,0,4,1,0,0,52,1,United-States
28,4,13,4,10,1,1,1,0,0,50,1,South
18,4,9,4,6,3,4,1,0,0,30,0,United-States
37,4,6,0,14,4,4,1,0,0,40,0,United-States
26,4,9,4,3,3,4,1,0,0,35,0,United-States
43,4,10,4,8,4,4,0,0,0,28,0,United-States
23,6,10,4,3,3,4,1,0,1504,40,0,United-States
43,4,9,2,4,0,4,1,0,0,50,0,United-States
45,4,9,2,12,0,4,1,15024,0,50,1,United-States
34,4,9,0,6,3,4,1,0,0,35,0,United-States
42,4,13,2,10,0,4,1,0,0,50,1,United-States
22,4,10,4,12,1,4,1,0,0,44,0,United-States
38,4,9,4,8,4,2,0,0,0,40,0,United-States
35,4,9,2,3,0,4,1,0,0,40,0,United-States
39,4,9,4,4,3,4,0,0,0,50,0,United-States
44,4,10,2,12,0,4,1,0,0,40,0,United-States
45,1,13,2,1,0,1,1,0,0,45,1,India
25,4,10,3,12,1,4,0,0,0,40,0,United-States
54,2,14,2,10,5,2,0,0,1887,38,1,United-States
22,0,10,4,0,3,4,1,0,0,50,0,United-States
47,4,3,4,7,4,4,0,0,0,40,0,Dominican-Republic
36,4,13,0,9,4,4,0,0,0,40,0,United-States
48,4,13,2,12,0,4,1,0,2415,50,1,United-States
66,6,9,4,5,2,4,1,0,0,20,0,United-States
58,4,3,2,7,0,2,1,0,0,48,0,United-States
25,4,9,4,7,4,2,1,0,0,40,0,United-States
30,4,9,4,6,3,2,0,99999,0,40,1,United-States
51,6,10,0,1,1,4,1,0,0,40,0,United-States
30,4,13,4,1,3,4,1,0,2559,40,1,United-States
20,4,10,4,8,3,4,1,0,0,30,0,United-States
57,6,13,2,12,0,4,1,0,0,50,1,United-States
23,1,10,4,6,1,4,0,0,0,20,0,United-States
33,6,9,4,3,1,4,1,0,0,35,0,United-States
47,4,10,2,4,0,4,1,0,0,37,1,Ecuador
54,4,9,0,1,1,4,0,0,0,40,0,United-States
75,4,6,2,14,0,4,1,0,0,40,0,United-States
36,5,10,2,10,0,4,1,0,0,50,1,United-States
51,4,9,6,4,1,4,0,3325,0,40,0,Yugoslavia
32,4,9,2,7,0,4,1,0,0,40,0,United-States
20,4,9,4,7,3,4,1,0,0,40,0,United-States
20,4,10,4,4,4,4,0,0,0,40,0,United-States
41,6,13,2,1,5,4,0,0,0,40,1,United-States
31,4,14,2,10,0,4,1,0,0,40,1,United-States
41,4,13,0,8,4,1,0,0,0,40,0,Vietnam
56,4,9,2,12,5,2,0,0,0,36,0,United-States
46,4,6,0,14,1,4,1,0,0,50,0,United-States
59,4,9,2,3,0,4,1,0,0,40,1,United-States
31,4,13,2,11,0,4,1,0,0,40,0,United-States
20,4,9,4,8,3,4,1,0,0,23,0,United-States
69,4,11,6,1,1,4,0,1848,0,50,0,United-States
35,4,13,2,4,0,4,1,0,1977,50,1,United-States
58,4,9,2,14,0,4,1,0,0,38,0,United-States
21,4,10,4,12,1,4,0,0,0,45,0,United-States
60,4,9,2,4,0,1,1,0,0,45,1,United-States
29,4,9,0,7,1,2,1,0,0,40,0,United-States
29,6,10,2,10,0,0,1,0,0,40,0,United-States
53,4,9,2,4,0,4,1,0,0,40,0,United-States
43,1,9,2,1,5,2,0,0,1848,40,1,United-States
55,2,14,2,4,5,4,0,0,0,40,1,United-States
29,4,10,4,3,1,4,1,0,2258,45,1,United-States
37,4,13,4,12,1,4,0,0,0,30,0,United-States
37,4,9,0,1,1,4,0,0,0,40,0,United-States
41,4,13,0,10,1,4,0,0,0,40,0,United-States
57,4,9,2,7,0,4,1,0,0,40,1,United-States
41,4,9,0,1,4,4,0,0,0,40,0,United-States
18,0,10,4,0,3,0,0,594,0,40,0,United-States
57,4,9,2,1,5,1,0,0,0,40,0,?
49,1,13,2,1,0,4,1,0,0,40,0,United-States
61,4,10,2,7,0,4,1,0,0,56,0,United-States
44,4,9,4,4,1,4,0,0,0,52,0,United-States
20,0,10,4,0,3,4,1,0,0,60,0,United-States
36,6,10,2,12,0,4,1,5178,0,50,1,United-States
29,2,12,2,11,0,4,1,0,0,72,1,United-States
51,2,7,4,5,1,2,0,0,0,40,0,United-States
19,4,9,4,8,3,4,0,0,0,32,0,United-States
53,4,6,5,8,4,2,0,0,0,40,0,United-States
43,4,9,2,4,0,1,1,0,0,60,1,China
42,4,9,2,3,0,4,1,2885,0,40,0,United-States
44,4,2,2,5,0,4,1,0,0,40,0,Mexico
37,5,8,2,3,0,4,1,0,0,40,0,United-States
24,6,13,4,10,3,4,1,0,0,25,0,United-States
27,0,10,0,0,4,0,0,0,0,40,0,United-States
30,4,9,2,3,0,4,1,0,0,35,0,United-States
56,4,10,0,4,1,4,0,3325,0,45,0,United-States
58,4,10,6,8,1,2,0,0,0,40,0,United-States
20,4,9,4,3,4,2,0,0,0,40,0,United-States
36,4,10,2,10,0,4,1,0,0,50,1,United-States
26,4,13,4,13,1,4,1,0,0,40,0,United-States
42,4,9,2,14,0,4,1,0,0,60,0,United-States
24,4,10,4,3,3,4,1,0,0,45,0,United-States
26,4,9,4,3,3,4,1,0,0,56,0,United-States
19,2,10,4,1,3,4,0,0,0,25,0,United-States
21,4,9,4,8,2,4,0,0,0,33,0,United-States
43,7,16,2,10,5,4,0,0,0,40,1,United-States
20,4,10,4,14,2,4,1,0,0,40,0,United-States
47,4,9,0,8,4,2,0,0,0,40,0,United-States
62,2,14,2,10,0,4,1,7688,0,40,1,United-States
46,5,10,2,3,0,4,1,5013,0,60,0,United-States
54,2,13,2,10,0,4,1,0,1902,40,1,United-States
43,5,10,2,4,0,4,1,0,0,60,0,United-States
34,4,9,5,3,4,4,1,0,0,80,0,United-States
47,2,12,4,4,1,2,0,0,0,40,0,United-States
58,4,9,2,4,0,4,1,0,0,40,1,United-States
20,4,9,4,8,4,0,0,0,0,35,0,United-States
26,4,11,4,13,1,4,1,14344,0,40,1,United-States
51,2,14,2,10,0,4,1,0,0,35,0,United-States
53,4,15,2,10,0,4,1,0,1887,40,1,United-States
53,7,12,2,10,5,2,0,0,0,37,0,United-States
68,0,9,6,0,1,4,0,0,0,32,0,United-States
46,2,13,0,10,4,4,0,0,0,45,0,United-States
32,5,7,2,3,0,4,1,0,0,40,0,United-States
42,4,13,2,14,0,4,1,0,0,40,0,United-States
28,4,9,4,3,1,4,1,0,0,40,0,United-States
67,6,12,2,4,0,4,1,0,0,50,0,United-States
23,4,10,4,12,1,4,1,0,0,50,0,United-States
27,4,6,0,6,3,4,1,0,0,40,0,United-States
65,4,9,2,6,0,4,1,0,0,25,0,United-States
22,5,13,4,12,3,4,1,0,0,50,0,United-States
27,4,10,4,6,2,4,1,0,0,30,0,Mexico
30,4,7,4,1,3,4,1,0,0,40,0,United-States
44,4,13,0,8,1,4,0,0,0,65,0,United-States
35,4,13,2,4,0,4,1,0,0,40,0,United-States
27,4,9,2,8,0,4,1,0,0,40,0,United-States
36,2,13,0,8,3,4,1,0,0,40,0,United-States
42,7,10,2,4,0,4,1,0,0,45,0,United-States
32,4,10,4,8,1,4,1,0,0,34,0,United-States
53,4,2,2,5,0,4,1,0,0,45,0,United-States
41,4,10,0,1,4,4,0,0,0,40,0,United-States
65,4,4,6,9,1,2,0,0,1668,31,0,United-States
22,7,10,4,8,1,0,0,0,0,60,0,United-States
65,2,9,0,1,1,4,0,0,0,16,1,United-States
21,4,10,2,12,0,4,1,0,0,40,0,United-States
28,4,15,2,10,0,4,1,0,0,65,0,United-States
24,4,13,4,12,3,1,0,0,0,50,0,South
39,4,14,2,13,0,4,1,15024,0,50,1,United-States
52,4,13,2,4,0,4,1,0,0,40,1,United-States
18,4,9,4,8,2,4,0,0,0,12,0,El-Salvador
62,4,6,6,1,3,2,0,0,0,40,0,United-States
28,6,6,4,12,3,4,1,0,0,80,0,United-States
41,4,13,4,8,3,4,0,0,0,40,0,United-States
28,4,5,4,14,1,4,1,6849,0,35,0,United-States
43,4,10,2,14,0,4,1,3103,0,70,1,United-States
61,7,13,2,10,0,4,1,0,0,40,1,United-States
26,4,14,4,10,1,4,0,0,0,10,0,United-States
34,4,13,4,4,2,4,1,0,0,40,0,United-States
21,2,9,4,1,3,4,1,0,0,20,0,United-States
60,4,9,5,1,4,2,0,0,0,20,0,United-States
28,4,9,2,12,0,4,1,0,0,35,0,United-States
32,6,11,2,5,0,4,1,7298,0,70,1,United-States
55,0,4,2,0,0,4,1,2105,0,40,0,United-States
51,4,9,2,3,0,4,1,0,0,40,0,United-States
48,4,7,2,7,0,2,1,0,0,56,0,United-States
37,4,9,0,13,4,4,0,1151,0,40,0,United-States
40,4,10,0,3,4,4,0,0,0,40,0,England
44,4,4,2,3,0,1,1,0,0,40,0,Philippines
27,4,10,4,6,3,2,1,0,0,40,0,United-States
